Document name;L0;L1;L2;Department;Subcategory;Target name; Target L0; Target L1; Target L2;Document type;Target type
RD-57470;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;RD;INS-76937;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);RD;INS
RD-57470;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;RD;PRO-55725;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);RD;PRO
RD-62316;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;RD;PRO-83926;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);RD;PRO
RD-65398;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;RD;INS-43047;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);RD;INS
RD-75629;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;RD;PRO-52258;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);RD;PRO
RD-78004;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;RD;PRO-34016;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);RD;PRO
RD-79186;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;RD;PRO-96195;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);RD;PRO
RD-84706;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;RD;PRO-59286;Research and Development (R&D);Regulatory Submissions;New Drug Applications (NDA);RD;PRO
PRO-15179;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;PRO;RD-66394;Manufacturing;Standard Operating Procedures (SOPs);Production Processes;PRO;RD
PRO-25315;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;PRO;INS-36555;Manufacturing;Standard Operating Procedures (SOPs);Production Processes;PRO;INS
PRO-54772;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;PRO;RD-46457;Manufacturing;Standard Operating Procedures (SOPs);Production Processes;PRO;RD
PRO-69857;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;PRO;RD-59848;Manufacturing;Standard Operating Procedures (SOPs);Production Processes;PRO;RD
PRO-69857;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;PRO;RD-81622;Manufacturing;Standard Operating Procedures (SOPs);Production Processes;PRO;RD
PRO-74189;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;PRO;PRO-84200;Manufacturing;Standard Operating Procedures (SOPs);Production Processes;PRO;PRO
PRO-79906;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;PRO;PRO-27359;Manufacturing;Standard Operating Procedures (SOPs);Production Processes;PRO;PRO
PRO-79906;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;PRO;PRO-81600;Manufacturing;Standard Operating Procedures (SOPs);Production Processes;PRO;PRO
RD-12953;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;RD;PRO-44493;Manufacturing;Standard Operating Procedures (SOPs);Production Processes;RD;PRO
RD-30377;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;RD;RD-88165;Manufacturing;Standard Operating Procedures (SOPs);Production Processes;RD;RD
RD-65843;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;RD;PRO-41861;Manufacturing;Standard Operating Procedures (SOPs);Production Processes;RD;PRO
RD-69822;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;RD;PRO-63309;Manufacturing;Standard Operating Procedures (SOPs);Production Processes;RD;PRO
RD-79186;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;RD;RD-38039;Manufacturing;Standard Operating Procedures (SOPs);Production Processes;RD;RD
RD-90416;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;RD;RD-36890;Manufacturing;Standard Operating Procedures (SOPs);Production Processes;RD;RD
RD-91460;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;RD;INS-53671;Manufacturing;Standard Operating Procedures (SOPs);Production Processes;RD;INS
INS-58235;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;INS;PRO-26627;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;INS;PRO
INS-58235;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;INS;PRO-71604;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;INS;PRO
INS-66000;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;INS;PRO-67703;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;INS;PRO
PRO-25315;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;PRO;PRO-14415;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;PRO;PRO
PRO-25315;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;PRO;PRO-81389;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;PRO;PRO
PRO-84420;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;PRO;PRO-81699;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;PRO;PRO
RD-12953;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;RD;PRO-26627;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;RD;PRO
RD-12953;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;RD;PRO-43197;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;RD;PRO
RD-42667;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;RD;RD-21600;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;RD;RD
RD-55671;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;RD;PRO-70136;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;RD;PRO
RD-57470;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;RD;PRO-89228;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;RD;PRO
RD-65398;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;RD;PRO-43197;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;RD;PRO
RD-73330;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;RD;PRO-46117;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;RD;PRO
RD-78004;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;RD;PRO-24545;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;RD;PRO
RD-84706;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;RD;PRO-46117;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;RD;PRO
RD-85897;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;RD;PRO-02892;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;RD;PRO
RD-91460;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;RD;PRO-13879;Manufacturing;Standard Operating Procedures (SOPs);Quality Control;RD;PRO
INS-58235;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;INS;PRO-38998;Manufacturing;Quality Assurance;Quality Management System (QMS);INS;PRO
PRO-38255;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;PRO;PRO-41158;Manufacturing;Quality Assurance;Quality Management System (QMS);PRO;PRO
PRO-38255;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;PRO;PRO-42141;Manufacturing;Quality Assurance;Quality Management System (QMS);PRO;PRO
PRO-38255;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;PRO;PRO-74280;Manufacturing;Quality Assurance;Quality Management System (QMS);PRO;PRO
PRO-65184;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;PRO;PRO-74280;Manufacturing;Quality Assurance;Quality Management System (QMS);PRO;PRO
PRO-79906;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;PRO;PRO-48428;Manufacturing;Quality Assurance;Quality Management System (QMS);PRO;PRO
RD-02295;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;RD;RD-85844;Manufacturing;Quality Assurance;Quality Management System (QMS);RD;RD
RD-30377;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;RD;RD-48193;Manufacturing;Quality Assurance;Quality Management System (QMS);RD;RD
RD-42445;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;RD;PRO-24015;Manufacturing;Quality Assurance;Quality Management System (QMS);RD;PRO
RD-43753;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;RD;RD-89230;Manufacturing;Quality Assurance;Quality Management System (QMS);RD;RD
RD-55671;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;RD;PRO-73402;Manufacturing;Quality Assurance;Quality Management System (QMS);RD;PRO
RD-65843;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;RD;PRO-70062;Manufacturing;Quality Assurance;Quality Management System (QMS);RD;PRO
RD-94559;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;RD;PRO-05508;Manufacturing;Quality Assurance;Quality Management System (QMS);RD;PRO
INS-73694;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;INS;PRO-03630;Research and Development (R&D);Project Documentation;Research Proposals;INS;PRO
INS-73694;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;INS;PRO-87376;Research and Development (R&D);Project Documentation;Research Proposals;INS;PRO
INS-82913;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;INS;PRO-42996;Research and Development (R&D);Project Documentation;Research Proposals;INS;PRO
INS-88233;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;INS;PRO-95230;Research and Development (R&D);Project Documentation;Research Proposals;INS;PRO
INS-98522;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;INS;STND-34814;Research and Development (R&D);Project Documentation;Research Proposals;INS;STND
PRO-34715;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;PRO;PRO-25876;Research and Development (R&D);Project Documentation;Research Proposals;PRO;PRO
PRO-35711;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;PRO;PRO-85896;Research and Development (R&D);Project Documentation;Research Proposals;PRO;PRO
PRO-54772;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;PRO;STND-46753;Research and Development (R&D);Project Documentation;Research Proposals;PRO;STND
PRO-65184;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;PRO;STND-60918;Research and Development (R&D);Project Documentation;Research Proposals;PRO;STND
PRO-74189;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;PRO;STND-46753;Research and Development (R&D);Project Documentation;Research Proposals;PRO;STND
PRO-79906;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;PRO;PRO-60293;Research and Development (R&D);Project Documentation;Research Proposals;PRO;PRO
RD-12953;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;RD;RD-49250;Research and Development (R&D);Project Documentation;Research Proposals;RD;RD
RD-28461;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;RD;PRO-03630;Research and Development (R&D);Project Documentation;Research Proposals;RD;PRO
RD-30377;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;RD;PRO-42996;Research and Development (R&D);Project Documentation;Research Proposals;RD;PRO
RD-30377;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;RD;STND-60918;Research and Development (R&D);Project Documentation;Research Proposals;RD;STND
RD-42445;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;RD;RD-08840;Research and Development (R&D);Project Documentation;Research Proposals;RD;RD
RD-55671;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;RD;RD-37178;Research and Development (R&D);Project Documentation;Research Proposals;RD;RD
RD-75629;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;RD;PRO-63734;Research and Development (R&D);Project Documentation;Research Proposals;RD;PRO
RD-78004;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;RD;STND-19681;Research and Development (R&D);Project Documentation;Research Proposals;RD;STND
INS-58607;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;INS;PRO-36127;Quality Control (QC);Testing Procedures;Stability Testing Protocols;INS;PRO
PRO-15179;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;PRO;PRO-69842;Quality Control (QC);Testing Procedures;Stability Testing Protocols;PRO;PRO
PRO-32969;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;PRO;PRO-12417;Quality Control (QC);Testing Procedures;Stability Testing Protocols;PRO;PRO
PRO-69857;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;PRO;PRO-12417;Quality Control (QC);Testing Procedures;Stability Testing Protocols;PRO;PRO
RD-21461;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;RD;PRO-64305;Quality Control (QC);Testing Procedures;Stability Testing Protocols;RD;PRO
RD-75629;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;RD;PRO-64305;Quality Control (QC);Testing Procedures;Stability Testing Protocols;RD;PRO
RD-79186;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;RD;PRO-13729;Quality Control (QC);Testing Procedures;Stability Testing Protocols;RD;PRO
INS-45153;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;INS;PRO-30752;Research and Development (R&D);Clinical Trials;Study Design;INS;PRO
INS-82913;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;INS;RUL-50486;Research and Development (R&D);Clinical Trials;Study Design;INS;RUL
PRO-25315;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;PRO;RUL-35961;Research and Development (R&D);Clinical Trials;Study Design;PRO;RUL
PRO-54772;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;PRO;RUL-11901;Research and Development (R&D);Clinical Trials;Study Design;PRO;RUL
PRO-74189;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;PRO;PRO-06003;Research and Development (R&D);Clinical Trials;Study Design;PRO;PRO
PRO-79906;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;PRO;RUL-02718;Research and Development (R&D);Clinical Trials;Study Design;PRO;RUL
RD-12953;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;RD;PRO-84092;Research and Development (R&D);Clinical Trials;Study Design;RD;PRO
RD-30377;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;RD;RUL-82924;Research and Development (R&D);Clinical Trials;Study Design;RD;RUL
RD-42445;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;RD;PRO-66721;Research and Development (R&D);Clinical Trials;Study Design;RD;PRO
RD-62316;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;RD;PRO-06003;Research and Development (R&D);Clinical Trials;Study Design;RD;PRO
RD-78004;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;RD;PRO-73136;Research and Development (R&D);Clinical Trials;Study Design;RD;PRO
RD-78004;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;RD;RUL-35961;Research and Development (R&D);Clinical Trials;Study Design;RD;RUL
RD-80669;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;RD;RUL-11901;Research and Development (R&D);Clinical Trials;Study Design;RD;RUL
RD-84706;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;R&D;RD;PRO-94806;Research and Development (R&D);Clinical Trials;Study Design;RD;PRO
RD-94559;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;OPS;RD;RUL-11901;Research and Development (R&D);Clinical Trials;Study Design;RD;RUL
